work_year,salary,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,job_area
2022,34672,entry,full_time,Machine Learning Scientist,Italy,remote,Germany,small,Machine Learning
2022,201000,senior,full_time,Machine Learning Engineer,United States,on_site,United States,medium,Machine Learning
2022,119000,senior,full_time,Machine Learning Engineer,United States,on_site,United States,medium,Machine Learning
2022,175000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,150000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,154560,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,123648,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,130000,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,100000,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,170000,mid,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,145000,mid,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,135000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,100000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,247500,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,172200,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,177500,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,134000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,185900,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,129300,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,192564,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,144854,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,130000,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,105000,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,179305,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,142127,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,315000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,225000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,243900,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,156600,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,206000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,160000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,109000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,79000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,160000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,109000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,89306,mid,full_time,Data Scientist Lead,Austria,hybrid,Austria,large,Data
2022,182500,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,128500,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,160000,mid,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,90000,mid,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,77300,entry,full_time,Data Manager,United States,remote,United States,medium,Data
2022,45600,entry,full_time,Data Manager,United States,remote,United States,medium,Data
2022,127000,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,110000,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,210000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,136000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,170000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
